2.2901,4.2852,2.2437,3.2058,1.9963,3.0876
2.5391,3.5465,2.5028,2.5735,2.0585,2.5768
2.7706,4.078,2.7318,3.0576,2.1011,2.5876
2.8553,3.3228,2.8198,2.9267,2.1069,2.4221
2.8544,3.1256,2.819,3.0718,2.1072,2.2558
