107,6.5185,1.862,1.7462,2.9029
127,8.9112,2.0956,2.089,2.0963
150,14.676,15.121,14.826,4.3049
169,3.1959,3.222,3.224,3.5808
200,4.9756,5.5875,5.4339,2.3031
307,13.153,5.3777,5.2428,2.1691
384,8.1894,6.2482,6.2541,6.544
