21,9.1481,4.2692,3.0505,3.4533
23,5.9251,3.2304,1.4425,1.8819
31,3.6421,2.8634,2.0398,2.3279
72,4.0328,2.7902,2.3582,2.5887
89,5.8701,5.4695,3.5803,3.0143
120,5.316,2.5655,1.6833,2.0859
130,7.6765,2.8073,2.5658,1.9979
