107,6.8903,1.8871,1.888,3.0895
127,8.4133,2.0913,2.0893,2.1572
150,16.009,15.126,14.803,4.4564
169,4.2934,3.2217,3.2246,3.5271
200,4.2332,5.5917,5.4768,2.3198
307,13.011,5.3791,5.2441,2.165
384,8.6279,6.2463,6.2523,6.554
