51,11.533,14.251,13.106,17.111
61,11.312,14.123,13.008,13.876
108,21.862,31.596,31.048,42.329
112,4.2744,8.3409,7.9818,6.1423
123,5.3817,8.9243,8.4796,6.4744
126,8.1128,23.321,22.707,27.194
135,4.324,7.3991,7.0892,5.0086
142,5.3459,7.2141,6.6635,7.8605
214,10.481,22.403,22.245,30.581
256,17.664,36.848,36.707,44.86
259,7.2295,7.1182,6.5737,6.9069
269,20.42,31.333,29.83,44.076
