1.2442,4.4214,1.2253,3.7495,4.6126,4.1327
1.4824,3.9309,1.4643,3.7367,4.6747,3.714
1.6362,3.8313,1.6218,3.7648,4.5325,3.6291
1.6981,3.8217,1.6798,3.7656,4.5477,3.5998
1.7089,3.8483,1.69,3.7959,4.5463,3.616
