21,7.6179,3.4079,2.5086,2.3697
23,6.6936,2.0193,1.6717,1.7118
31,4.1923,2.718,2.6634,2.9537
72,4.5583,4.0117,3.9729,3.2612
89,6.3186,2.777,2.6794,2.2309
120,6.7409,4.0915,3.6513,1.6058
130,8.7467,2.8022,2.7744,1.9465
